anio;item;categoria;seccion;combustible;tcal
2009;CONSUMO FINAL;Sector Transporte;Energéticos Primarios;Biogás;0
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;Petróleo Diesel;39033,87625
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;Petróleo Combustible;10678,86231
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;Gasolina de motor;27919,14412
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;Kerosene;68,853078
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;Gas Licuado;68,84848742
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;Gasolina de Aviación;56,26698
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;Kerosene de Aviación;7754,303437
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;Nafta;0
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;Gas de Refinería;0
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;Coque de Petróleo;0
2009;CONSUMO FINAL;Sector Transporte;Derivados De Petróleo;D.I. de Petróleo;0
2009;CONSUMO FINAL;Sector Transporte;Electricidad;Electricidad;363,2060386
2009;CONSUMO FINAL;Sector Transporte;Derivados De Carbón;Coque Mineral;0
2009;CONSUMO FINAL;Sector Transporte;Derivados De Carbón;Gas Coque;0
2009;CONSUMO FINAL;Sector Transporte;Derivados De Carbón;Alquitrán;0
2009;CONSUMO FINAL;Sector Transporte;Derivados De Carbón;Gas de Altos Hornos;0
2009;CONSUMO FINAL;Sector Transporte;Gas Corriente;Gas Corriente;0
2009;CONSUMO FINAL;Sector Transporte;Metanol;Metanol;0
2009;CONSUMO FINAL;Caminero;Energéticos Primarios;Petróleo Crudo;0
2009;CONSUMO FINAL;Caminero;Energéticos Primarios;Gas Natural;223,2994833
2009;CONSUMO FINAL;Caminero;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Caminero;Energéticos Primarios;Carbón;0
2009;CONSUMO FINAL;Caminero;Energéticos Primarios;Biomasa;0
2009;CONSUMO FINAL;Caminero;Energéticos Primarios;Energía Hídrica;0
2009;CONSUMO FINAL;Caminero;Energéticos Primarios;Energía Eólica;0
2009;CONSUMO FINAL;Caminero;Energéticos Primarios;Biogás;0
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;Petróleo Diesel;35166,12478
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;Petróleo Combustible;24,6228389
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;Gasolina de motor;27879,49159
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;Kerosene;67,144788
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;Gas Licuado;68,84180596
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;Gasolina de Aviación;0,1995
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;Kerosene de Aviación;2,103894
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;Nafta;0
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;Gas de Refinería;0
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;Coque de Petróleo;0
2009;CONSUMO FINAL;Caminero;Derivados De Petróleo;D.I. de Petróleo;0
2009;CONSUMO FINAL;Caminero;Electricidad;Electricidad;318,4654743
2009;CONSUMO FINAL;Caminero;Derivados De Carbón;Coque Mineral;0
2009;CONSUMO FINAL;Caminero;Derivados De Carbón;Gas Coque;0
2009;CONSUMO FINAL;Caminero;Derivados De Carbón;Alquitrán;0
2009;CONSUMO FINAL;Caminero;Derivados De Carbón;Gas de Altos Hornos;0
2009;CONSUMO FINAL;Caminero;Gas Corriente;Gas Corriente;0
2009;CONSUMO FINAL;Caminero;Metanol;Metanol;0
2009;CONSUMO FINAL;Ferroviario;Energéticos Primarios;Petróleo Crudo;0
2009;CONSUMO FINAL;Ferroviario;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Ferroviario;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Ferroviario;Energéticos Primarios;Carbón;0
2009;CONSUMO FINAL;Ferroviario;Energéticos Primarios;Biomasa;0
2009;CONSUMO FINAL;Ferroviario;Energéticos Primarios;Energía Hídrica;0
2009;CONSUMO FINAL;Ferroviario;Energéticos Primarios;Energía Eólica;0
2009;CONSUMO FINAL;Ferroviario;Energéticos Primarios;Biogás;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;Petróleo Diesel;466,9641122
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;Petróleo Combustible;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;Gasolina de motor;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;Kerosene;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;Gas Licuado;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;Gasolina de Aviación;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;Kerosene de Aviación;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;Nafta;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;Gas de Refinería;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;Coque de Petróleo;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Petróleo;D.I. de Petróleo;0
2009;CONSUMO FINAL;Ferroviario;Electricidad;Electricidad;44,74056432
2009;CONSUMO FINAL;Ferroviario;Derivados De Carbón;Coque Mineral;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Carbón;Gas Coque;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Carbón;Alquitrán;0
2009;CONSUMO FINAL;Ferroviario;Derivados De Carbón;Gas de Altos Hornos;0
2009;CONSUMO FINAL;Ferroviario;Gas Corriente;Gas Corriente;0
2009;CONSUMO FINAL;Ferroviario;Metanol;Metanol;0
2009;CONSUMO FINAL;Marítimo;Energéticos Primarios;Petróleo Crudo;0
2009;CONSUMO FINAL;Marítimo;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Marítimo;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Marítimo;Energéticos Primarios;Carbón;0
2009;CONSUMO FINAL;Marítimo;Energéticos Primarios;Biomasa;0
2009;CONSUMO FINAL;Marítimo;Energéticos Primarios;Energía Hídrica;0
2009;CONSUMO FINAL;Marítimo;Energéticos Primarios;Energía Eólica;0
2009;CONSUMO FINAL;Marítimo;Energéticos Primarios;Biogás;0
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;Petróleo Diesel;3394,185888
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;Petróleo Combustible;10654,23947
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;Gasolina de motor;39,29278176
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;Kerosene;1,70829
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;Gas Licuado;0,00668146
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;Gasolina de Aviación;0
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;Kerosene de Aviación;1,753245
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;Nafta;0
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;Gas de Refinería;0
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;Coque de Petróleo;0
2009;CONSUMO FINAL;Marítimo;Derivados De Petróleo;D.I. de Petróleo;0
2009;CONSUMO FINAL;Marítimo;Electricidad;Electricidad;0
2009;CONSUMO FINAL;Marítimo;Derivados De Carbón;Coque Mineral;0
2009;CONSUMO FINAL;Marítimo;Derivados De Carbón;Gas Coque;0
2009;CONSUMO FINAL;Marítimo;Derivados De Carbón;Alquitrán;0
2009;CONSUMO FINAL;Marítimo;Derivados De Carbón;Gas de Altos Hornos;0
2009;CONSUMO FINAL;Marítimo;Gas Corriente;Gas Corriente;0
2009;CONSUMO FINAL;Marítimo;Metanol;Metanol;0
2009;CONSUMO FINAL;Aéreo;Energéticos Primarios;Petróleo Crudo;0
2009;CONSUMO FINAL;Aéreo;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Aéreo;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Aéreo;Energéticos Primarios;Carbón;0
2009;CONSUMO FINAL;Aéreo;Energéticos Primarios;Biomasa;0
2009;CONSUMO FINAL;Aéreo;Energéticos Primarios;Energía Hídrica;0
2009;CONSUMO FINAL;Aéreo;Energéticos Primarios;Energía Eólica;0
2009;CONSUMO FINAL;Aéreo;Energéticos Primarios;Biogás;0
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;Petróleo Diesel;6,601476
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;Petróleo Combustible;0
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;Gasolina de motor;0,359744
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;Kerosene;0
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;Gas Licuado;0
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;Gasolina de Aviación;56,06748
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;Kerosene de Aviación;7750,446298
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;Nafta;0
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;Gas de Refinería;0
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;Coque de Petróleo;0
2009;CONSUMO FINAL;Aéreo;Derivados De Petróleo;D.I. de Petróleo;0
2009;CONSUMO FINAL;Aéreo;Electricidad;Electricidad;0
2009;CONSUMO FINAL;Aéreo;Derivados De Carbón;Coque Mineral;0
2009;CONSUMO FINAL;Aéreo;Derivados De Carbón;Gas Coque;0
2009;CONSUMO FINAL;Aéreo;Derivados De Carbón;Alquitrán;0
2009;CONSUMO FINAL;Aéreo;Derivados De Carbón;Gas de Altos Hornos;0
2009;CONSUMO FINAL;Aéreo;Gas Corriente;Gas Corriente;0
2009;CONSUMO FINAL;Aéreo;Metanol;Metanol;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Energéticos Primarios;Petróleo Crudo;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Energéticos Primarios;Gas Natural;5562,313477
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Energéticos Primarios;Carbón;27,4516
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Energéticos Primarios;Biomasa;29652,74271
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Energéticos Primarios;Energía Hídrica;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Energéticos Primarios;Energía Eólica;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Energéticos Primarios;Biogás;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;Petróleo Diesel;1484,176325
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;Petróleo Combustible;480,9874364
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;Gasolina de motor;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;Kerosene;871,8923349
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;Gas Licuado;10807,23304
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;Gasolina de Aviación;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;Kerosene de Aviación;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;Nafta;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;Gas de Refinería;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;Coque de Petróleo;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Petróleo;D.I. de Petróleo;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Electricidad;Electricidad;14499,8288
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Carbón;Coque Mineral;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Carbón;Gas Coque;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Carbón;Alquitrán;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Derivados De Carbón;Gas de Altos Hornos;0
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Gas Corriente;Gas Corriente;234,1614302
2009;CONSUMO FINAL;Sector Comercial, Público y Residencial;Metanol;Metanol;0
2009;CONSUMO FINAL;Comercial;Energéticos Primarios;Petróleo Crudo;0
2009;CONSUMO FINAL;Comercial;Energéticos Primarios;Gas Natural;1275,582271
2009;CONSUMO FINAL;Comercial;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Comercial;Energéticos Primarios;Carbón;0
2009;CONSUMO FINAL;Comercial;Energéticos Primarios;Biomasa;0
2009;CONSUMO FINAL;Comercial;Energéticos Primarios;Energía Hídrica;0
2009;CONSUMO FINAL;Comercial;Energéticos Primarios;Energía Eólica;0
2009;CONSUMO FINAL;Comercial;Energéticos Primarios;Biogás;0
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;Petróleo Diesel;1341,280178
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;Petróleo Combustible;432,8760038
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;Gasolina de motor;0
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;Kerosene;10,0096803
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;Gas Licuado;1386,770862
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;Gasolina de Aviación;0
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;Kerosene de Aviación;0
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;Nafta;0
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;Gas de Refinería;0
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;Coque de Petróleo;0
2009;CONSUMO FINAL;Comercial;Derivados De Petróleo;D.I. de Petróleo;0
2009;CONSUMO FINAL;Comercial;Electricidad;Electricidad;5492,246228
2009;CONSUMO FINAL;Comercial;Derivados De Carbón;Coque Mineral;0
2009;CONSUMO FINAL;Comercial;Derivados De Carbón;Gas Coque;0
2009;CONSUMO FINAL;Comercial;Derivados De Carbón;Alquitrán;0
2009;CONSUMO FINAL;Comercial;Derivados De Carbón;Gas de Altos Hornos;0
2009;CONSUMO FINAL;Comercial;Gas Corriente;Gas Corriente;101,7862443
2009;CONSUMO FINAL;Comercial;Metanol;Metanol;0
2009;CONSUMO FINAL;Público;Energéticos Primarios;Petróleo Crudo;0
2009;CONSUMO FINAL;Público;Energéticos Primarios;Gas Natural;187,5033973
2009;CONSUMO FINAL;Público;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Público;Energéticos Primarios;Carbón;27,3496
2009;CONSUMO FINAL;Público;Energéticos Primarios;Biomasa;0
2009;CONSUMO FINAL;Público;Energéticos Primarios;Energía Hídrica;0
2009;CONSUMO FINAL;Público;Energéticos Primarios;Energía Eólica;0
2009;CONSUMO FINAL;Público;Energéticos Primarios;Biogás;0
2009;CONSUMO FINAL;Público;Derivados De Petróleo;Petróleo Diesel;79,345896
2009;CONSUMO FINAL;Público;Derivados De Petróleo;Petróleo Combustible;48,11143263
2009;CONSUMO FINAL;Público;Derivados De Petróleo;Gasolina de motor;0
2009;CONSUMO FINAL;Público;Derivados De Petróleo;Kerosene;21,02895999
2009;CONSUMO FINAL;Público;Derivados De Petróleo;Gas Licuado;94,06221137
2009;CONSUMO FINAL;Público;Derivados De Petróleo;Gasolina de Aviación;0
2009;CONSUMO FINAL;Público;Derivados De Petróleo;Kerosene de Aviación;0
2009;CONSUMO FINAL;Público;Derivados De Petróleo;Nafta;0
2009;CONSUMO FINAL;Público;Derivados De Petróleo;Gas de Refinería;0
2009;CONSUMO FINAL;Público;Derivados De Petróleo;Coque de Petróleo;0
2009;CONSUMO FINAL;Público;Derivados De Petróleo;D.I. de Petróleo;0
2009;CONSUMO FINAL;Público;Electricidad;Electricidad;1352,329485
2009;CONSUMO FINAL;Público;Derivados De Carbón;Coque Mineral;0
2009;CONSUMO FINAL;Público;Derivados De Carbón;Gas Coque;0
2009;CONSUMO FINAL;Público;Derivados De Carbón;Alquitrán;0
2009;CONSUMO FINAL;Público;Derivados De Carbón;Gas de Altos Hornos;0
2009;CONSUMO FINAL;Público;Gas Corriente;Gas Corriente;19,5606157
2009;CONSUMO FINAL;Público;Metanol;Metanol;0
2009;CONSUMO FINAL;Residencial;Energéticos Primarios;Petróleo Crudo;0
2009;CONSUMO FINAL;Residencial;Energéticos Primarios;Gas Natural;4099,227808
2009;CONSUMO FINAL;Residencial;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Residencial;Energéticos Primarios;Carbón;0,102
2009;CONSUMO FINAL;Residencial;Energéticos Primarios;Biomasa;29652,74271
2009;CONSUMO FINAL;Residencial;Energéticos Primarios;Energía Hídrica;0
2009;CONSUMO FINAL;Residencial;Energéticos Primarios;Energía Eólica;0
2009;CONSUMO FINAL;Residencial;Energéticos Primarios;Biogás;0
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;Petróleo Diesel;63,55025082
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;Petróleo Combustible;0
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;Gasolina de motor;0
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;Kerosene;840,8536946
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;Gas Licuado;9326,39997
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;Gasolina de Aviación;0
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;Kerosene de Aviación;0
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;Nafta;0
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;Gas de Refinería;0
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;Coque de Petróleo;0
2009;CONSUMO FINAL;Residencial;Derivados De Petróleo;D.I. de Petróleo;0
2009;CONSUMO FINAL;Residencial;Electricidad;Electricidad;7655,253085
2009;CONSUMO FINAL;Residencial;Derivados De Carbón;Coque Mineral;0
2009;CONSUMO FINAL;Residencial;Derivados De Carbón;Gas Coque;0
2009;CONSUMO FINAL;Residencial;Derivados De Carbón;Alquitrán;0
2009;CONSUMO FINAL;Residencial;Derivados De Carbón;Gas de Altos Hornos;0
2009;CONSUMO FINAL;Residencial;Gas Corriente;Gas Corriente;112,8145703
2009;CONSUMO FINAL;Residencial;Metanol;Metanol;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Energéticos Primarios;Petróleo Crudo;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Energéticos Primarios;Gas Natural;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Energéticos Primarios;Carbón;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Energéticos Primarios;Biomasa;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Energéticos Primarios;Energía Hídrica;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Energéticos Primarios;Energía Eólica;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Energéticos Primarios;Biogás;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;Petróleo Diesel;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;Petróleo Combustible;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;Gasolina de motor;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;Kerosene;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;Gas Licuado;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;Gasolina de Aviación;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;Kerosene de Aviación;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;Nafta;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;Gas de Refinería;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;Coque de Petróleo;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Petróleo;D.I. de Petróleo;1955,697712
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Electricidad;Electricidad;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Carbón;Coque Mineral;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Carbón;Gas Coque;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Carbón;Alquitrán;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Derivados De Carbón;Gas de Altos Hornos;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Gas Corriente;Gas Corriente;0
2009;CONSUMO FINAL;Cons. No Energético - Industrial;Metanol;Metanol;0
2010;OFERTA;Producción Primaria;Energéticos Primarios;Petróleo Crudo;2271,18425
2010;OFERTA;Producción Primaria;Energéticos Primarios;Gas Natural;18197,6458
2010;OFERTA;Producción Primaria;Energéticos Primarios;Carbón;2387,651875
2010;OFERTA;Producción Primaria;Energéticos Primarios;Biomasa;35535,2109
2010;OFERTA;Producción Primaria;Energéticos Primarios;Energía Hídrica;18709,78044
2010;OFERTA;Producción Primaria;Energéticos Primarios;Energía Eólica;279,7265068
2010;OFERTA;Producción Primaria;Energéticos Primarios;Energía Solar;0
2010;OFERTA;Producción Primaria;Energéticos Primarios;Biogás;86,4412528
2010;OFERTA;Producción Primaria;Derivados De Petróleo;Petróleo Diesel;0
2010;OFERTA;Producción Primaria;Derivados De Petróleo;Petróleo Combustible;0
2010;OFERTA;Producción Primaria;Derivados De Petróleo;Gasolina de motor;0
2010;OFERTA;Producción Primaria;Derivados De Petróleo;Kerosene;0
2010;OFERTA;Producción Primaria;Derivados De Petróleo;Gas Licuado;0
2010;OFERTA;Producción Primaria;Derivados De Petróleo;Gasolina de Aviación;0
2010;OFERTA;Producción Primaria;Derivados De Petróleo;Kerosene de Aviación;0
2010;OFERTA;Producción Primaria;Derivados De Petróleo;Nafta;0
2010;OFERTA;Producción Primaria;Derivados De Petróleo;Gas de Refinería;0
2010;OFERTA;Producción Primaria;Derivados De Petróleo;Coque de Petróleo;0
2010;OFERTA;Producción Primaria;Derivados De Petróleo;D.I. de Petróleo;0
2010;OFERTA;Producción Primaria;Electricidad;Electricidad;0
2010;OFERTA;Producción Primaria;Derivados De Carbón;Coque Mineral;0
2010;OFERTA;Producción Primaria;Derivados De Carbón;Gas Coque;0
2010;OFERTA;Producción Primaria;Derivados De Carbón;Alquitrán;0
2010;OFERTA;Producción Primaria;Derivados De Carbón;Gas de Altos Hornos;0
2010;OFERTA;Producción Primaria;Gas Corriente;Gas Corriente;0
2010;OFERTA;Producción Primaria;Metanol;Metanol;0
2010;OFERTA;Importación;Energéticos Primarios;Petróleo Crudo;86894,58287
2010;OFERTA;Importación;Energéticos Primarios;Gas Natural;33415,47435
2010;OFERTA;Importación;Energéticos Primarios;Carbón;40084,35228
2010;OFERTA;Importación;Energéticos Primarios;Biomasa;0
2010;OFERTA;Importación;Energéticos Primarios;Energía Hídrica;0
2010;OFERTA;Importación;Energéticos Primarios;Energía Eólica;0
2010;OFERTA;Importación;Energéticos Primarios;Energía Solar;0
2010;OFERTA;Importación;Energéticos Primarios;Biogás;0
2010;OFERTA;Importación;Derivados De Petróleo;Petróleo Diesel;52718,63151
2010;OFERTA;Importación;Derivados De Petróleo;Petróleo Combustible;3855,836655
2010;OFERTA;Importación;Derivados De Petróleo;Gasolina de motor;8160,841279
2010;OFERTA;Importación;Derivados De Petróleo;Kerosene;0,005919408
2010;OFERTA;Importación;Derivados De Petróleo;Gas Licuado;9411,046746
2010;OFERTA;Importación;Derivados De Petróleo;Gasolina de Aviación;4,4688
2010;OFERTA;Importación;Derivados De Petróleo;Kerosene de Aviación;3743,489057
2010;OFERTA;Importación;Derivados De Petróleo;Nafta;135,834527
2010;OFERTA;Importación;Derivados De Petróleo;Gas de Refinería;0
2010;OFERTA;Importación;Derivados De Petróleo;Coque de Petróleo;2058
2010;OFERTA;Importación;Derivados De Petróleo;D.I. de Petróleo;0
2010;OFERTA;Importación;Electricidad;Electricidad;0
2010;OFERTA;Importación;Derivados De Carbón;Coque Mineral;0
2010;OFERTA;Importación;Derivados De Carbón;Gas Coque;0
2010;OFERTA;Importación;Derivados De Carbón;Alquitrán;0
2010;OFERTA;Importación;Derivados De Carbón;Gas de Altos Hornos;0
2010;OFERTA;Importación;Gas Corriente;Gas Corriente;0
2010;OFERTA;Importación;Metanol;Metanol;0
2010;OFERTA;Exportación;Energéticos Primarios;Petróleo Crudo;0
2010;OFERTA;Exportación;Energéticos Primarios;Gas Natural;0
2010;OFERTA;Exportación;Energéticos Primarios;Carbón;0
2010;OFERTA;Exportación;Energéticos Primarios;Biomasa;0
2010;OFERTA;Exportación;Energéticos Primarios;Energía Hídrica;0
2010;OFERTA;Exportación;Energéticos Primarios;Energía Eólica;0
2010;OFERTA;Exportación;Energéticos Primarios;Energía Solar;0
2010;OFERTA;Exportación;Energéticos Primarios;Biogás;0
2010;OFERTA;Exportación;Derivados De Petróleo;Petróleo Diesel;3271,666034
2010;OFERTA;Exportación;Derivados De Petróleo;Petróleo Combustible;0
2010;OFERTA;Exportación;Derivados De Petróleo;Gasolina de motor;2173,587777
2010;OFERTA;Exportación;Derivados De Petróleo;Kerosene;0
2010;OFERTA;Exportación;Derivados De Petróleo;Gas Licuado;157,7439064
2010;OFERTA;Exportación;Derivados De Petróleo;Gasolina de Aviación;0
2010;OFERTA;Exportación;Derivados De Petróleo;Kerosene de Aviación;0
2010;OFERTA;Exportación;Derivados De Petróleo;Nafta;383,974144
2010;OFERTA;Exportación;Derivados De Petróleo;Gas de Refinería;0
2010;OFERTA;Exportación;Derivados De Petróleo;Coque de Petróleo;0
2010;OFERTA;Exportación;Derivados De Petróleo;D.I. de Petróleo;0
2010;OFERTA;Exportación;Electricidad;Electricidad;0
2010;OFERTA;Exportación;Derivados De Carbón;Coque Mineral;0
2010;OFERTA;Exportación;Derivados De Carbón;Gas Coque;0
2010;OFERTA;Exportación;Derivados De Carbón;Alquitrán;0
2010;OFERTA;Exportación;Derivados De Carbón;Gas de Altos Hornos;0
2010;OFERTA;Exportación;Gas Corriente;Gas Corriente;0
2010;OFERTA;Exportación;Metanol;Metanol;4402,651873
2010;OFERTA;Gas lift;Energéticos Primarios;Petróleo Crudo;0
2010;OFERTA;Gas lift;Energéticos Primarios;Gas Natural;218,588741
2010;OFERTA;Gas lift;Energéticos Primarios;Carbón;0
2010;OFERTA;Gas lift;Energéticos Primarios;Biomasa;0
2010;OFERTA;Gas lift;Energéticos Primarios;Energía Hídrica;0
2010;OFERTA;Gas lift;Energéticos Primarios;Energía Eólica;0
2010;OFERTA;Gas lift;Energéticos Primarios;Energía Solar;0
2010;OFERTA;Gas lift;Energéticos Primarios;Biogás;0
2010;OFERTA;Gas lift;Derivados De Petróleo;Petróleo Diesel;0
2010;OFERTA;Gas lift;Derivados De Petróleo;Petróleo Combustible;0
2010;OFERTA;Gas lift;Derivados De Petróleo;Gasolina de motor;0
2010;OFERTA;Gas lift;Derivados De Petróleo;Kerosene;0
