anio;item;categoria;seccion;combustible;tcal
2016;OFERTA;Importación;Energéticos Primarios;Gas Natural;40622,0741
2016;OFERTA;Importación;Energéticos Primarios;Carbón;69735,47952
2016;OFERTA;Importación;Energéticos Primarios;Biomasa;6,246044
2016;OFERTA;Importación;Energéticos Primarios;Energía Hídrica;0
2016;OFERTA;Importación;Energéticos Primarios;Energía Eólica;0
2016;OFERTA;Importación;Energéticos Primarios;Energía Solar;0
2016;OFERTA;Importación;Energéticos Primarios;Biogás;0
2016;OFERTA;Importación;Derivados De Petróleo;Petróleo Diesel;60749,2147
2016;OFERTA;Importación;Derivados De Petróleo;Petróleo Combustible;437,6859779
2016;OFERTA;Importación;Derivados De Petróleo;Gasolina de motor;5094,420387
2016;OFERTA;Importación;Derivados De Petróleo;Kerosene;2,282617098
2016;OFERTA;Importación;Derivados De Petróleo;Gas Licuado;12945,75646
2016;OFERTA;Importación;Derivados De Petróleo;Gasolina de Aviación;34,97634
2016;OFERTA;Importación;Derivados De Petróleo;Kerosene de Aviación;6683,324616
2016;OFERTA;Importación;Derivados De Petróleo;Nafta;1555,933415
2016;OFERTA;Importación;Derivados De Petróleo;Gas de Refinería;0
2016;OFERTA;Importación;Derivados De Petróleo;Coque de Petróleo;1474,124886
2016;OFERTA;Importación;Derivados De Petróleo;D.I. de Petróleo;15,7894901
2016;OFERTA;Importación;Electricidad;Electricidad;0
2016;OFERTA;Importación;Derivados De Carbón;Coque Mineral;0
2016;OFERTA;Importación;Derivados De Carbón;Gas Coque;0
2016;OFERTA;Importación;Derivados De Carbón;Alquitrán;0
2016;OFERTA;Importación;Derivados De Carbón;Gas de Altos Hornos;0
2016;OFERTA;Importación;Gas Corriente;Gas Corriente;0
2016;OFERTA;Importación;Metanol;Metanol;0
2016;OFERTA;Exportación;Energéticos Primarios;Petróleo Crudo;0
2016;OFERTA;Exportación;Energéticos Primarios;Gas Natural;3363,884
2016;OFERTA;Exportación;Energéticos Primarios;Carbón;3678,303638
2016;OFERTA;Exportación;Energéticos Primarios;Biomasa;0
2016;OFERTA;Exportación;Energéticos Primarios;Energía Hídrica;0
2016;OFERTA;Exportación;Energéticos Primarios;Energía Eólica;0
2016;OFERTA;Exportación;Energéticos Primarios;Energía Solar;0
2016;OFERTA;Exportación;Energéticos Primarios;Biogás;0
2016;OFERTA;Exportación;Derivados De Petróleo;Petróleo Diesel;622,6272734
2016;OFERTA;Exportación;Derivados De Petróleo;Petróleo Combustible;3418,225269
2016;OFERTA;Exportación;Derivados De Petróleo;Gasolina de motor;244,5499977
2016;OFERTA;Exportación;Derivados De Petróleo;Kerosene;0
2016;OFERTA;Exportación;Derivados De Petróleo;Gas Licuado;147,5355202
2016;OFERTA;Exportación;Derivados De Petróleo;Gasolina de Aviación;0
2016;OFERTA;Exportación;Derivados De Petróleo;Kerosene de Aviación;0
2016;OFERTA;Exportación;Derivados De Petróleo;Nafta;0
2016;OFERTA;Exportación;Derivados De Petróleo;Gas de Refinería;0
2016;OFERTA;Exportación;Derivados De Petróleo;Coque de Petróleo;324,0946245
2016;OFERTA;Exportación;Derivados De Petróleo;D.I. de Petróleo;119,5083697
2016;OFERTA;Exportación;Electricidad;Electricidad;1,3376526
2016;OFERTA;Exportación;Derivados De Carbón;Coque Mineral;1049,364
2016;OFERTA;Exportación;Derivados De Carbón;Gas Coque;0
2016;OFERTA;Exportación;Derivados De Carbón;Alquitrán;0
2016;OFERTA;Exportación;Derivados De Carbón;Gas de Altos Hornos;0
2016;OFERTA;Exportación;Gas Corriente;Gas Corriente;0
2016;OFERTA;Exportación;Metanol;Metanol;2136,040169
2016;OFERTA;Gas lift;Energéticos Primarios;Petróleo Crudo;0
2016;OFERTA;Gas lift;Energéticos Primarios;Gas Natural;1080,875133
2016;OFERTA;Gas lift;Energéticos Primarios;Carbón;0
2016;OFERTA;Gas lift;Energéticos Primarios;Biomasa;0
2016;OFERTA;Gas lift;Energéticos Primarios;Energía Hídrica;0
2016;OFERTA;Gas lift;Energéticos Primarios;Energía Eólica;0
2016;OFERTA;Gas lift;Energéticos Primarios;Energía Solar;0
2016;OFERTA;Gas lift;Energéticos Primarios;Biogás;0
2016;OFERTA;Gas lift;Derivados De Petróleo;Petróleo Diesel;0
2016;OFERTA;Gas lift;Derivados De Petróleo;Petróleo Combustible;0
2016;OFERTA;Gas lift;Derivados De Petróleo;Gasolina de motor;0
2016;OFERTA;Gas lift;Derivados De Petróleo;Kerosene;0
2016;OFERTA;Gas lift;Derivados De Petróleo;Gas Licuado;0
2016;OFERTA;Gas lift;Derivados De Petróleo;Gasolina de Aviación;0
2016;OFERTA;Gas lift;Derivados De Petróleo;Kerosene de Aviación;0
2016;OFERTA;Gas lift;Derivados De Petróleo;Nafta;0
2016;OFERTA;Gas lift;Derivados De Petróleo;Gas de Refinería;0
2016;OFERTA;Gas lift;Derivados De Petróleo;Coque de Petróleo;0
2016;OFERTA;Gas lift;Derivados De Petróleo;D.I. de Petróleo;0
2016;OFERTA;Gas lift;Electricidad;Electricidad;0
2016;OFERTA;Gas lift;Derivados De Carbón;Coque Mineral;0
2016;OFERTA;Gas lift;Derivados De Carbón;Gas Coque;0
2016;OFERTA;Gas lift;Derivados De Carbón;Alquitrán;0
2016;OFERTA;Gas lift;Derivados De Carbón;Gas de Altos Hornos;0
2016;OFERTA;Gas lift;Gas Corriente;Gas Corriente;0
2016;OFERTA;Gas lift;Metanol;Metanol;0
2016;OFERTA;Gas quemado;Energéticos Primarios;Petróleo Crudo;0
2016;OFERTA;Gas quemado;Energéticos Primarios;Gas Natural;127,271125
2016;OFERTA;Gas quemado;Energéticos Primarios;Carbón;0
2016;OFERTA;Gas quemado;Energéticos Primarios;Biomasa;0
2016;OFERTA;Gas quemado;Energéticos Primarios;Energía Hídrica;0
2016;OFERTA;Gas quemado;Energéticos Primarios;Energía Eólica;0
2016;OFERTA;Gas quemado;Energéticos Primarios;Energía Solar;0
2016;OFERTA;Gas quemado;Energéticos Primarios;Biogás;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;Petróleo Diesel;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;Petróleo Combustible;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;Gasolina de motor;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;Kerosene;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;Gas Licuado;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;Gasolina de Aviación;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;Kerosene de Aviación;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;Nafta;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;Gas de Refinería;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;Coque de Petróleo;0
2016;OFERTA;Gas quemado;Derivados De Petróleo;D.I. de Petróleo;0
2016;OFERTA;Gas quemado;Electricidad;Electricidad;0
2016;OFERTA;Gas quemado;Derivados De Carbón;Coque Mineral;0
2016;OFERTA;Gas quemado;Derivados De Carbón;Gas Coque;0
2016;OFERTA;Gas quemado;Derivados De Carbón;Alquitrán;0
2016;OFERTA;Gas quemado;Derivados De Carbón;Gas de Altos Hornos;0
2016;OFERTA;Gas quemado;Gas Corriente;Gas Corriente;0
2016;OFERTA;Gas quemado;Metanol;Metanol;0
2016;OFERTA;Variación de Stock;Energéticos Primarios;Petróleo Crudo;-528,8471677
2016;OFERTA;Variación de Stock;Energéticos Primarios;Gas Natural;198,8718339
2016;OFERTA;Variación de Stock;Energéticos Primarios;Carbón;2027,565998
2016;OFERTA;Variación de Stock;Energéticos Primarios;Biomasa;111,5525063
2016;OFERTA;Variación de Stock;Energéticos Primarios;Energía Hídrica;0
2016;OFERTA;Variación de Stock;Energéticos Primarios;Energía Eólica;0
2016;OFERTA;Variación de Stock;Energéticos Primarios;Energía Solar;0
2016;OFERTA;Variación de Stock;Energéticos Primarios;Biogás;0
2016;OFERTA;Variación de Stock;Derivados De Petróleo;Petróleo Diesel;727,3334198
2016;OFERTA;Variación de Stock;Derivados De Petróleo;Petróleo Combustible;-154,5016717
2016;OFERTA;Variación de Stock;Derivados De Petróleo;Gasolina de motor;-27,11594451
2016;OFERTA;Variación de Stock;Derivados De Petróleo;Kerosene;3,638999358
2016;OFERTA;Variación de Stock;Derivados De Petróleo;Gas Licuado;-372,1845175
2016;OFERTA;Variación de Stock;Derivados De Petróleo;Gasolina de Aviación;6,00390728
2016;OFERTA;Variación de Stock;Derivados De Petróleo;Kerosene de Aviación;405,6501538
2016;OFERTA;Variación de Stock;Derivados De Petróleo;Nafta;162,1866132
2016;OFERTA;Variación de Stock;Derivados De Petróleo;Gas de Refinería;0
2016;OFERTA;Variación de Stock;Derivados De Petróleo;Coque de Petróleo;103,0933069
2016;OFERTA;Variación de Stock;Derivados De Petróleo;D.I. de Petróleo;42,74053577
2016;OFERTA;Variación de Stock;Electricidad;Electricidad;0
2016;OFERTA;Variación de Stock;Derivados De Carbón;Coque Mineral;-519,0866802
2016;OFERTA;Variación de Stock;Derivados De Carbón;Gas Coque;0
2016;OFERTA;Variación de Stock;Derivados De Carbón;Alquitrán;0
2016;OFERTA;Variación de Stock;Derivados De Carbón;Gas de Altos Hornos;0
2016;OFERTA;Variación de Stock;Gas Corriente;Gas Corriente;0,549301993
2016;OFERTA;Variación de Stock;Metanol;Metanol;0
2016;OFERTA;Error Estadístico;Energéticos Primarios;Petróleo Crudo;0
2016;OFERTA;Error Estadístico;Energéticos Primarios;Gas Natural;2354,469401
2016;OFERTA;Error Estadístico;Energéticos Primarios;Carbón;-4048,031303
2016;OFERTA;Error Estadístico;Energéticos Primarios;Biomasa;-1165,294684
2016;OFERTA;Error Estadístico;Energéticos Primarios;Energía Hídrica;0
2016;OFERTA;Error Estadístico;Energéticos Primarios;Energía Eólica;0
2016;OFERTA;Error Estadístico;Energéticos Primarios;Energía Solar;0
2016;OFERTA;Error Estadístico;Energéticos Primarios;Biogás;0,006145286
2016;OFERTA;Error Estadístico;Derivados De Petróleo;Petróleo Diesel;1138,781339
2016;OFERTA;Error Estadístico;Derivados De Petróleo;Petróleo Combustible;-300,1292306
2016;OFERTA;Error Estadístico;Derivados De Petróleo;Gasolina de motor;635,3694021
2016;OFERTA;Error Estadístico;Derivados De Petróleo;Kerosene;21,50010637
2016;OFERTA;Error Estadístico;Derivados De Petróleo;Gas Licuado;1169,703389
2016;OFERTA;Error Estadístico;Derivados De Petróleo;Gasolina de Aviación;5,98451854
2016;OFERTA;Error Estadístico;Derivados De Petróleo;Kerosene de Aviación;988,2926111
2016;OFERTA;Error Estadístico;Derivados De Petróleo;Nafta;2,65491185
2016;OFERTA;Error Estadístico;Derivados De Petróleo;Gas de Refinería;-2,13E-09
2016;OFERTA;Error Estadístico;Derivados De Petróleo;Coque de Petróleo;-308,797101
2016;OFERTA;Error Estadístico;Derivados De Petróleo;D.I. de Petróleo;-18,14487786
2016;OFERTA;Error Estadístico;Electricidad;Electricidad;713,9123866
2016;OFERTA;Error Estadístico;Derivados De Carbón;Coque Mineral;-91,09918464
2016;OFERTA;Error Estadístico;Derivados De Carbón;Gas Coque;0
2016;OFERTA;Error Estadístico;Derivados De Carbón;Alquitrán;0
2016;OFERTA;Error Estadístico;Derivados De Carbón;Gas de Altos Hornos;0
2016;OFERTA;Error Estadístico;Gas Corriente;Gas Corriente;-3,728081633
2016;OFERTA;Error Estadístico;Metanol;Metanol;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Carbón;Alquitrán;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Carbón;Coque Mineral;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Carbón;Gas Coque;56,257
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Carbón;Gas de Altos Hornos;70,257
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Coque de Petróleo;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;D.I. de Petróleo;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Gas Licuado;3,238226805
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Gas de Refinería;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Gasolina de Aviación;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Gasolina de motor;0,058767044
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Kerosene;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Kerosene de Aviación;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Nafta;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Petróleo Combustible;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Petróleo Diesel;0,179695656
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Electricidad;Electricidad;2471,735551
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Biogás;164,1262504
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Biomasa;100,8
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Carbón;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Energía Eólica;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Energía Hídrica;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Energía Solar;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Gas Natural;614,2377306
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Petróleo Crudo;0
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Gas Corriente;Gas Corriente;5,83420425
2016;C.TRANSFO.;Var.Stock + Pérdidas + Error Est.;Metanol;Metanol;0
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Carbón;Alquitrán;0
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Carbón;Coque Mineral;-610,1858648
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Carbón;Gas Coque;0
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Carbón;Gas de Altos Hornos;0
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Coque de Petróleo;-205,7037942
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;D.I. de Petróleo;24,59565791
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Gas Licuado;797,5188714
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Gas de Refinería;-2,13E-09
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Gasolina de Aviación;11,98842582
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Gasolina de motor;608,2534575
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Kerosene;25,13910573
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Kerosene de Aviación;1393,942765
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Nafta;164,8415251
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Petróleo Combustible;-454,6309023
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Derivados De Petróleo;Petróleo Diesel;1866,114759
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Electricidad;Electricidad;713,9123866
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Biogás;0,006145286
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Biomasa;-1053,742178
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Carbón;-2020,465305
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Energía Eólica;0
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Energía Hídrica;0
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Energía Solar;0
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Gas Natural;2553,341234
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Energéticos Primarios;Petróleo Crudo;-528,8471677
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Gas Corriente;Gas Corriente;-3,17877964
2016;OFERTA;Var.Stock + Pérdidas + Error Est.;Metanol;Metanol;0
2016;OFERTA;Oferta Total;Energéticos Primarios;Petróleo Crudo;91617,98771
2016;OFERTA;Oferta Total;Energéticos Primarios;Gas Natural;48311,88617
2016;OFERTA;Oferta Total;Energéticos Primarios;Carbón;74700,98253
2016;OFERTA;Oferta Total;Energéticos Primarios;Biomasa;77264,25389
2016;OFERTA;Oferta Total;Energéticos Primarios;Energía Hídrica;16439,80278
2016;OFERTA;Oferta Total;Energéticos Primarios;Energía Eólica;2108,581935
2016;OFERTA;Oferta Total;Energéticos Primarios;Energía Solar;2269,401721
2016;OFERTA;Oferta Total;Energéticos Primarios;Biogás;895,0741594
2016;OFERTA;Oferta Total;Derivados De Petróleo;Petróleo Diesel;59399,254
2016;OFERTA;Oferta Total;Derivados De Petróleo;Petróleo Combustible;-2826,03762
2016;OFERTA;Oferta Total;Derivados De Petróleo;Gasolina de motor;4876,986334
2016;OFERTA;Oferta Total;Derivados De Petróleo;Kerosene;-1,35638226
2016;OFERTA;Oferta Total;Derivados De Petróleo;Gas Licuado;13170,40546
2016;OFERTA;Oferta Total;Derivados De Petróleo;Gasolina de Aviación;28,97243272
2016;OFERTA;Oferta Total;Derivados De Petróleo;Kerosene de Aviación;6277,674463
2016;OFERTA;Oferta Total;Derivados De Petróleo;Nafta;1393,746802
2016;OFERTA;Oferta Total;Derivados De Petróleo;Gas de Refinería;0
2016;OFERTA;Oferta Total;Derivados De Petróleo;Coque de Petróleo;1046,936955
2016;OFERTA;Oferta Total;Derivados De Petróleo;D.I. de Petróleo;-146,4594154
2016;OFERTA;Oferta Total;Electricidad;Electricidad;-1,3376526
2016;OFERTA;Oferta Total;Derivados De Carbón;Coque Mineral;-530,2773198
2016;OFERTA;Oferta Total;Derivados De Carbón;Gas Coque;0
2016;OFERTA;Oferta Total;Derivados De Carbón;Alquitrán;0
2016;OFERTA;Oferta Total;Derivados De Carbón;Gas de Altos Hornos;0
2016;OFERTA;Oferta Total;Gas Corriente;Gas Corriente;-0,549301993
2016;OFERTA;Oferta Total;Metanol;Metanol;-2136,040169
2016;C.TRANSFO.;Carbón y Leña;Energéticos Primarios;Petróleo Crudo;0
2016;C.TRANSFO.;Carbón y Leña;Energéticos Primarios;Gas Natural;0
2016;C.TRANSFO.;Carbón y Leña;Energéticos Primarios;Carbón;0
2016;C.TRANSFO.;Carbón y Leña;Energéticos Primarios;Biomasa;0
2016;C.TRANSFO.;Carbón y Leña;Energéticos Primarios;Energía Hídrica;0
2016;C.TRANSFO.;Carbón y Leña;Energéticos Primarios;Energía Eólica;0
2016;C.TRANSFO.;Carbón y Leña;Energéticos Primarios;Energía Solar;0
2016;C.TRANSFO.;Carbón y Leña;Energéticos Primarios;Biogás;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;Petróleo Diesel;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;Petróleo Combustible;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;Gasolina de motor;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;Kerosene;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;Gas Licuado;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;Gasolina de Aviación;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;Kerosene de Aviación;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;Nafta;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;Gas de Refinería;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;Coque de Petróleo;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Petróleo;D.I. de Petróleo;0
2016;C.TRANSFO.;Carbón y Leña;Electricidad;Electricidad;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Carbón;Coque Mineral;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Carbón;Gas Coque;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Carbón;Alquitrán;0
2016;C.TRANSFO.;Carbón y Leña;Derivados De Carbón;Gas de Altos Hornos;0
2016;C.TRANSFO.;Carbón y Leña;Gas Corriente;Gas Corriente;0
2016;C.TRANSFO.;Carbón y Leña;Metanol;Metanol;0
2016;C.TRANSFO.;Electricidad Servicio Público;Energéticos Primarios;Petróleo Crudo;0
2016;C.TRANSFO.;Electricidad Servicio Público;Energéticos Primarios;Gas Natural;-22687,7603
2016;C.TRANSFO.;Electricidad Servicio Público;Energéticos Primarios;Carbón;-72667,85101
2016;C.TRANSFO.;Electricidad Servicio Público;Energéticos Primarios;Biomasa;-9930,872645
2016;C.TRANSFO.;Electricidad Servicio Público;Energéticos Primarios;Energía Hídrica;-16286,8776
2016;C.TRANSFO.;Electricidad Servicio Público;Energéticos Primarios;Energía Eólica;-2106,379475
2016;C.TRANSFO.;Electricidad Servicio Público;Energéticos Primarios;Energía Solar;-2269,210349
2016;C.TRANSFO.;Electricidad Servicio Público;Energéticos Primarios;Biogás;-674,2093621
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;Petróleo Diesel;-4333,457548
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;Petróleo Combustible;-169,9635
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;Gasolina de motor;0
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;Kerosene;0
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;Gas Licuado;-4,054105
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;Gasolina de Aviación;0
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;Kerosene de Aviación;0
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;Nafta;0
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;Gas de Refinería;0
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;Coque de Petróleo;-1676,9187
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Petróleo;D.I. de Petróleo;0
2016;C.TRANSFO.;Electricidad Servicio Público;Electricidad;Electricidad;58440,04196
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Carbón;Coque Mineral;0
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Carbón;Gas Coque;0
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Carbón;Alquitrán;0
2016;C.TRANSFO.;Electricidad Servicio Público;Derivados De Carbón;Gas de Altos Hornos;0
2016;C.TRANSFO.;Electricidad Servicio Público;Gas Corriente;Gas Corriente;0
2016;C.TRANSFO.;Electricidad Servicio Público;Metanol;Metanol;0
2016;C.TRANSFO.;Electricidad Autoproducción;Energéticos Primarios;Petróleo Crudo;0
2016;C.TRANSFO.;Electricidad Autoproducción;Energéticos Primarios;Gas Natural;-1025,621511
2016;C.TRANSFO.;Electricidad Autoproducción;Energéticos Primarios;Carbón;0
2016;C.TRANSFO.;Electricidad Autoproducción;Energéticos Primarios;Biomasa;-31306,45751
2016;C.TRANSFO.;Electricidad Autoproducción;Energéticos Primarios;Energía Hídrica;-152,9251716
2016;C.TRANSFO.;Electricidad Autoproducción;Energéticos Primarios;Energía Eólica;-2,20246
2016;C.TRANSFO.;Electricidad Autoproducción;Energéticos Primarios;Energía Solar;-0,191372257
2016;C.TRANSFO.;Electricidad Autoproducción;Energéticos Primarios;Biogás;-7,7389032
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;Petróleo Diesel;-718,8488076
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;Petróleo Combustible;-577,6043805
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;Gasolina de motor;-0,022312304
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;Kerosene;0
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;Gas Licuado;-3,0438639
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;Gasolina de Aviación;0
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;Kerosene de Aviación;0
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;Nafta;0
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;Gas de Refinería;0
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;Coque de Petróleo;0
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Petróleo;D.I. de Petróleo;0
2016;C.TRANSFO.;Electricidad Autoproducción;Electricidad;Electricidad;6448,483254
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Carbón;Coque Mineral;0
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Carbón;Gas Coque;0
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Carbón;Alquitrán;0
2016;C.TRANSFO.;Electricidad Autoproducción;Derivados De Carbón;Gas de Altos Hornos;0
2016;C.TRANSFO.;Electricidad Autoproducción;Gas Corriente;Gas Corriente;0
2016;C.TRANSFO.;Electricidad Autoproducción;Metanol;Metanol;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Energéticos Primarios;Petróleo Crudo;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Energéticos Primarios;Gas Natural;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Energéticos Primarios;Carbón;-3705,153876
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Energéticos Primarios;Biomasa;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Energéticos Primarios;Energía Hídrica;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Energéticos Primarios;Energía Eólica;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Energéticos Primarios;Energía Solar;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Energéticos Primarios;Biogás;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Derivados De Petróleo;Petróleo Diesel;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Derivados De Petróleo;Petróleo Combustible;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Derivados De Petróleo;Gasolina de motor;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Derivados De Petróleo;Kerosene;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Derivados De Petróleo;Gas Licuado;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Derivados De Petróleo;Gasolina de Aviación;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Derivados De Petróleo;Kerosene de Aviación;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Derivados De Petróleo;Nafta;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Derivados De Petróleo;Gas de Refinería;0
2016;C.TRANSFO.;Siderurgia Hornos de Coque;Derivados De Petróleo;Coque de Petróleo;0
